0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,13,5,3,3,17,0,0,0,0,0,0,6,7,0,0,0,0,0,12,0,0,0,0,0,21,0,0,18,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,2,3,3,1,0,3,2,3,3,0,3,3,8,8,2,2,3,9,3,4,1,0,4,4,3,3,10,3,0,0,0,2,2,3,3,5,0,5,3,0,4,3,0,0,5,0,3,0,0,2,0,5,9,2,3,0,0,2,0,3,3
0,0,0,0,27,0,0,0,0,0,6,0,0,29,0,10,0,0,0,0,0,17,0,0,0,24,0,7,9,0,15,0,0,0,0,0,33,7,0,0,3,19,0,9,0,3,0,11,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0
0,0,0,7,16,0,0,25,0,5,7,0,0,0,0,18,0,0,17,8,0,9,0,0,0,9,7,5,15,3,12,0,0,0,0,5,9,12,0,5,4,3,0,3,0,4,15,5,0,7,0,0,12,9,0,0,6,0,3,0,0,0,0
2,2,3,2,40,4,2,13,20,6,3,2,2,3,12,3,4,2,34,9,2,7,59,2,2,11,7,9,4,3,3,6,2,2,4,2,30,5,8,3,12,28,8,3,27,3,2,3,7,3,2,2,11,3,4,4,2,2,3,6,32,2,5
0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,37,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
0,0,0,0,5,0,0,8,0,0,6,0,0,5,0,5,0,0,4,6,0,6,0,0,0,6,4,3,9,5,3,0,0,0,0,0,3,3,0,4,3,3,0,3,0,7,0,3,0,5,0,0,6,9,0,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17,0,13,0,0,2,0,3,15,0,0,2,1,2,27,0,2,1,9,5,15,19,2,0,2,3,1,4,7,12,0,23,21,2,2,0,6,4,3,2,4,3,0,3,4,2,10,8,0,2,2,0,1,1,2,1,3,39,1,0,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,3,0,0,5,4,0,2,0,0,0,3,0,3,6,2,4,0,0,0,0,0,0,5,0,5,0,0,0,2,0,7,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0
0,0,32,15,25,4,0,45,4,104,3,0,10,33,10,0,10,8,30,7,4,13,50,6,10,5,37,13,8,9,3,4,0,4,18,0,15,13,4,5,3,7,90,3,62,3,0,17,2,8,0,4,35,7,14,2,0,6,3,6,42,2,29
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
0,0,0,0,0,0,0,22,0,0,23,0,0,49,0,5,0,0,9,9,0,3,0,0,0,7,3,2,5,5,3,0,0,0,0,0,7,6,0,3,3,19,0,0,0,3,0,0,0,11,0,0,8,3,0,0,0,0,3,0,0,0,0
0,0,0,2,15,0,0,0,0,0,0,0,0,1,9,1,0,0,23,0,0,0,0,1,0,17,7,1,0,5,0,0,0,0,0,4,37,9,0,0,0,0,0,1,0,0,3,0,0,3,0,0,3,16,0,0,7,6,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,52,0,0,14,0,0,18,0,3,0,0,0,7,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,2,20,23,2,8,11,8,8,10,4,6,17,4,10,2,23,5,9,2,9,24,2,2,3,11,14,19,7,15,4,10,2,2,5,35,9,6,4,5,3,18,4,4,27,9,10,2,13,10,4,27,7,2,2,3,4,6,5,5,11,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,5,6,7,0,3,11,3,30,13,3,3,0,0,6,5,3,11,2,7,17,28,3,0,6,3,2,11,3,28,8,6,3,0,5,0,0,5,6,3,5,3,3,27,13,13,0,0,2,2,2,3,16,9,3,4,15,8,0,7,3,0
0,0,0,0,83,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,31,94,0,0,0,0,0,0,0,0,8,0,11,0,0,0,61,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,6,5,0,5,0,0,0,10,0,9,5,0,7,0,0,0,0,0,0,5,0,3,3,0,0,2,0,4,0,1,0,0,0,0,2,7,0,0,2,0,2,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,9,0,0,5,0,25,8,0,3,5,0,4,0,0,7,15,0,9,10,0,5,57,5,8,6,5,5,5,0,0,0,3,5,7,11,7,3,5,0,3,11,3,11,3,0,3,0,3,3,5,11,0,5,0,3,0,7,0,3
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
9,4,0,6,0,13,17,0,20,9,0,6,69,25,0,34,0,19,0,57,0,0,127,0,4,5,0,0,14,0,0,0,50,0,4,11,97,21,0,0,23,0,0,0,5,0,20,0,0,0,2,7,0,17,161,0,22,4,7,0,7,9,57
0,0,0,10,7,0,0,7,0,34,5,0,0,0,2,5,0,0,0,3,2,5,0,0,0,10,0,13,5,0,3,0,0,0,0,6,14,2,0,3,5,0,0,3,0,5,5,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,11,0,0,4,0,0,2,0,0,47,0,10,0,0,2,4,0,3,0,0,0,3,4,0,5,4,0,0,0,0,0,0,11,5,0,3,3,4,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,0,0,0,0,0,105,8,0,3,27,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,6
0,0,0,0,27,0,0,52,0,0,42,0,0,23,0,17,0,0,80,35,0,21,0,0,0,25,8,13,14,61,17,0,0,0,0,0,44,24,0,38,3,17,0,3,0,7,0,5,0,9,0,0,51,15,0,0,0,0,2,0,0,0,0
0,0,0,0,46,0,0,0,0,0,1,0,0,0,0,18,0,0,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,23,0,0,6,0,0,16,0,0,9,0,6,0,0,4,0,0,9,0,0,0,6,6,5,3,3,0,0,0,0,0,4,5,0,0,7,3,5,0,5,0,0,5,0,0,3,0,0,19,0,0,0,3,0,0,0,0,0,0
0,0,0,0,31,0,0,0,0,0,7,0,0,0,0,15,0,0,0,24,0,25,0,0,0,0,0,7,10,0,7,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,0,3,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2,4,4,3,20,2,2,3,0,5,6,6,3,4,0,6,6,76,7,6,1,9,7,6,3,3,3,5,5,3,214,3,2,3,2,5,13,5,5,7,7,5,3,229,5,8,7,303,5,3,5,3,8,31,3,4,3,5,6,7,3,55,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11,20,0,0,0,0,17,2,0,0,24,0,28,0,0,0,4,0,16,0,0,1,18,0,8,6,0,4,0,0,0,0,8,11,8,0,4,5,185,0,2,0,4,0,4,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0
0,0,0,7,21,0,0,17,0,2,3,0,0,11,0,13,0,0,10,22,0,6,0,0,0,15,3,13,7,7,21,0,0,0,0,6,3,3,0,5,7,50,0,10,0,13,23,5,0,9,0,0,21,9,0,0,6,0,3,0,0,0,0
0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,9,0,0,18,16,0,17,0,0,0,5,0,3,7,0,5,0,0,0,0,0,0,3,0,18,3,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0
0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,7,0,0,5,0,0,9,0,0,0,15,0,11,25,12,5,0,0,0,0,0,0,3,0,5,3,0,0,3,0,3,0,11,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0
28,4,4,4,49,2,15,34,2,2,3,2,4,8,5,6,4,11,5,5,6,11,53,2,6,3,7,7,3,7,5,2,10,19,18,2,28,5,30,7,3,3,10,3,4,3,2,0,2,7,10,42,3,7,2,34,3,2,3,2,35,4,4
2,2,2,3,3,2,2,34,5,23,3,2,0,7,5,3,3,2,3,3,2,4,22,6,3,3,3,3,17,3,3,10,2,2,2,3,3,8,5,3,3,17,4,3,7,3,3,0,1,10,2,5,3,4,3,2,6,3,3,2,17,2,4
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,1,0,4,0,0,0,4,0,0,17,0,8,0,0,0,0,0,0,6,0,3,5,2,0,0,0,12,0,3,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0
0,0,13,0,3,2,0,3,5,4,5,15,0,12,3,2,8,3,7,0,2,6,0,3,0,5,5,5,11,9,2,0,0,2,0,7,9,5,0,6,3,7,3,1,0,3,0,0,0,5,0,0,21,10,0,0,9,11,3,0,0,5,0
0,0,0,4,3,11,0,3,0,4,3,0,0,17,0,9,0,0,3,3,0,24,0,0,0,4,3,3,3,3,0,0,0,0,0,5,17,4,0,3,3,4,0,3,0,0,3,0,0,4,0,0,12,3,0,0,12,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,8,0,3,0,0,0,0,0,4,0,13,0,18,3,18,0,10,3,2,3,26,53,9,0,12,3,24,9,13,0,0,14,4,0,6,12,12,3,9,0,13,12,32,3,0,3,2,0,0,12,20,3,42,2,9,13,3,33,14,0,27
0,0,0,0,54,0,0,0,0,0,31,0,0,0,0,33,0,0,0,39,0,3,0,0,0,0,0,55,15,0,5,0,0,0,0,0,0,0,0,3,5,0,0,5,0,16,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,4,61,0,16,6,4,5,0,1,19,3,0,1,58,4,6,35,3,33,0,2,14,9,0,14,48,0,2,0,0,5,2,107,3,5,3,0,18,0,3,84,0,4,0,0,7,0,0,7,3,3,0,2,0,0,0,29,2,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,3,0,0,0,22,0,0,0,3,0,14,3,0,0,0,0,0,3,20,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,5,3,0,0,1,0,0,0,1,0,6
0,0,0,0,10,0,0,18,0,0,5,0,0,11,0,7,0,0,4,17,0,0,0,0,0,12,4,38,17,10,3,0,0,0,0,0,14,13,0,6,0,8,0,3,0,3,0,0,0,9,0,0,25,6,0,0,0,0,3,0,0,0,0
0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,37,2,10,44,25,24,3,20,1,3,25,16,45,5,7,4,60,3,7,1,5,12,1,5,21,1,3,5,5,3,1,57,3,23,12,9,3,5,11,4,5,4,3,7,3,5,3,4,58,63,5,7,3,17,2,3,9,3,4,2,21,3
6,0,0,8,11,0,0,35,3,12,3,13,12,17,10,5,5,16,7,7,0,10,0,0,17,8,3,9,9,18,3,0,9,0,0,2,16,8,0,5,3,11,0,7,0,5,12,1,0,5,0,2,45,7,31,0,6,0,3,0,1,2,37
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,5,0,3,0,0,0,0,0,0,10,0,2,3,0,0,1,0,9,0,2,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,3,0,0,36,0,9,3,0,2,14,0,4,0,0,3,3,0,0,5,0,8,3,3,6,6,3,3,2,0,0,0,3,41,9,2,0,0,3,0,6,16,3,3,3,0,2,0,2,9,8,5,0,3,0,3,0,2,0,2
8,15,12,24,9,6,20,39,55,28,17,32,3,10,4,28,17,16,27,10,48,20,8,1,8,46,16,9,17,83,16,6,31,16,17,9,20,7,13,21,12,15,20,5,1,15,9,5,18,37,41,21,79,17,17,12,5,12,9,14,2,8,15
0,0,0,3,42,0,0,3,0,13,3,0,0,3,0,4,0,0,14,3,0,5,0,0,6,12,3,6,3,3,11,0,0,0,0,3,3,3,0,3,6,3,0,10,0,3,3,0,0,3,0,0,3,3,0,0,3,0,3,0,0,0,3
2,0,2,7,3,0,0,13,2,19,7,2,8,0,5,3,2,2,5,0,10,5,9,4,4,3,3,3,10,3,0,3,1,4,2,5,0,3,3,10,3,11,2,3,5,0,3,0,7,11,0,11,5,15,3,4,3,10,0,2,3,2,4
6,4,5,15,0,5,6,6,4,3,0,4,5,0,9,8,5,33,12,0,5,0,25,5,5,6,6,0,10,8,0,7,2,5,5,4,20,6,0,13,0,13,12,0,12,0,6,0,9,8,4,3,9,10,6,5,5,15,0,5,8,6,14
0,0,0,13,0,0,0,0,0,15,29,0,22,0,6,13,0,0,18,11,0,5,21,8,22,0,15,0,13,61,0,5,0,0,0,3,35,25,31,9,5,16,0,0,0,0,12,0,0,0,0,10,29,10,52,0,6,30,0,0,0,0,26
4,4,4,2,28,3,5,67,14,4,0,8,3,6,10,1,6,7,3,0,3,0,2,6,2,3,3,0,5,3,1,1,7,4,3,4,19,13,1,0,3,3,6,0,2,2,2,0,4,16,6,1,35,7,2,4,8,7,0,4,4,12,5
0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,3,9,16,2,4,10,5,13,6,12,20,6,8,4,6,5,12,6,15,7,12,6,6,6,4,15,13,22,7,16,29,2,8,5,23,7,0,3,6,4,9,5,12,6,8,4,2,4,6,4,36,8,8,6,8,4,4,2,10,5,39
0,0,0,25,3,0,0,1,0,70,7,0,30,3,0,13,0,0,10,7,0,7,16,0,38,31,5,9,3,3,11,0,0,0,0,2,3,2,0,3,8,3,0,3,1,4,8,3,0,5,0,30,3,3,110,0,0,0,3,0,4,0,49
0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,12,0,0,0,0,0,0,18,18,0,21,23,3,0,0,0,0,0,30,37,0,0,3,0,0,0,0,8,0,2,0,39,0,0,64,51,0,0,0,0,3,0,0,0,0
0,0,0,74,0,0,0,8,0,80,0,0,0,38,0,0,0,0,22,0,0,15,0,0,0,19,24,0,0,45,10,0,0,0,0,50,175,6,0,35,36,36,0,0,0,0,121,0,0,8,0,0,38,4,0,0,49,0,0,0,0,0,0
